Condition,Car Make,is_luxury,Model,Model_encoded,Trim,Trim_encoded,Year,car_age,car_age_sqrt,Kilometers Numerical,age_km_interaction,Body Type,Number of Seats,Fuel,Transmission,Engine Size (cc),Regional Specs,Car License,Insurance,Car Customs,Body Condition,body_condition_encoded,Paint,paint_condition_encoded,interior_steering_wheel_controls,interior_airbags,technology_cruise_control,exterior_rear_sensors,exterior_keyless_entry,technology_tyre_pressure_monitoring,exterior_front_sensors,interior_electric_seat_control,technology_traction_control,technology_voice_control,technology_blind_spot_alert,technology_forward_collision_alert,technology_lane_departure_alert,technology_navigation_system_/_maps,Interior_Options_Count,Interior_Options_Count_cuberoot,Exterior_Options_Count,Exterior_Options_Count_cuberoot,Technology_Options_Count,Technology_Options_Count_cuberoot,tech_features_count,has_advanced_tech,Total_Options_Count,Total_Options_Count_cuberoot,weighted_options,Battery Capacity,Battery Range,log_price,maintenance_score,excellent_maintenance,size_class
Used,Kia,0,Soul,106,Standard,164,2018,7,2.645751311,194678.4644,1362749.251,HatchBack,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Partially repainted,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,8,2,4,1.587401052,6,1.817120593,3,0,18,2.620741394,6,50,249,9.179984252,5,0,medium
Used,Changan,0,Eado,51,Basic,22,2022,3,1.732050808,104778.7666,314336.2998,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,9,2.080083823,6,1.817120593,6,1.817120593,2,0,21,2.758924176,6.9,50,349,9.43356392,7,1,large
Used,Honda,0,e:N,123,e:NP1,186,2023,2,1.414213562,25213.80991,50427.61982,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,11,2.223980091,21,2.758924176,8,1,43,3.50339806,15,59,500,9.928228944,7,1,large
Used,Kia,0,EV6,47,Wind RWD,179,2023,2,1.414213562,45013.68502,90027.37004,SUV,4,Electric,Automatic,249,American Specs,Not Licensed,Not Insured,Without Customs,Good (body only has minor blemishes),3,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,12,2.289428485,21,2.758924176,8,1,46,3.583047871,15.9,79,500,10.03893586,5,0,large
Used,Nissan,0,Leaf,74,S,142,2013,12,3.464101615,200000,2400000,HatchBack,4,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Partially repainted,2,1,1,0,1,0,0,1,1,1,1,0,0,0,0,10,2.15443469,4,1.587401052,5,1.709975947,2,0,19,2.668401649,6.2,79,149,8.243019469,5,0,medium
Used,Kia,0,Niro,87,Standard,164,2023,2,1.414213562,5771.467509,11542.93502,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,8,2,19,2.668401649,8,1,38,3.361975407,13.3,59,500,10.07748288,2,0,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2022,3,1.732050808,44777.32868,134331.986,SUV,4,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2.080083823,10,2.15443469,18,2.620741394,8,1,37,3.332221852,12.9,79,449,10.08585078,7,1,large
Used,BYD,0,Tang,111,Tang,168,2024,1,1,15084.02963,15084.02963,SUV,7,Electric,Automatic,1499,Other Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,14,2.410142264,12,2.289428485,21,2.758924176,7,1,47,3.60882608,16.2,100,500,10.51599393,7,1,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2021,4,2,24907.03378,99628.13512,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,10,2.15443469,22,2.802039331,8,1,43,3.50339806,15.1,79,449,9.994287577,0,0,large
Used,Kia,0,Niro,87,EX,67,2020,5,2.236067977,74894.4086,374472.043,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,12,2.289428485,22,2.802039331,8,1,50,3.684031499,17.2,59,500,9.836332277,7,1,large
Used,Hyundai,0,Kona,72,Premium,129,2019,6,2.449489743,105042.061,630252.366,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,14,2.410142264,9,2.080083823,16,2.5198421,7,1,39,3.391211443,13.3,59,500,9.741027445,7,1,large
New,BYD,0,Han,62,Han,88,2023,2,1.414213562,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,13,2.351334688,11,2.223980091,14,2.410142264,6,1,38,3.361975407,12.8,79,500,8.648396877,7,1,medium
Used,Nissan,0,Leaf,74,S,142,2014,11,3.31662479,135462.0111,1490082.122,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,10,2.15443469,3,1.44224957,5,1.709975947,0,0,18,2.620741394,5.9,50,149,8.682877107,7,1,medium
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,35446.86475,212681.1885,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,1,0,0,1,0,0,0,0,1,6,1.817120593,5,1.709975947,9,2.080083823,3,0,20,2.714417617,6.9,50,249,9.425532394,7,1,medium
Used,Tesla,1,Model Y,84,Long Range,111,2022,3,1.732050808,25333.55569,76000.66707,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,22,2.802039331,8,1,50,3.684031499,17.2,79,500,10.23641781,0,0,large
Used,Kia,0,EV6,47,GT-Line RWD,85,2022,3,1.732050808,25152.06217,75456.18651,SUV,5,Electric,Automatic,249,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,2.351334688,11,2.223980091,21,2.758924176,7,1,45,3.556893304,15.6,79,500,10.18870409,7,1,large
Used,Hyundai,0,Ioniq,70,5,8,2022,3,1.732050808,145041.128,435123.384,HatchBack,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,12,2.289428485,22,2.802039331,8,1,48,3.634241186,16.6,79,500,10.06266842,7,1,medium
Used,Tesla,1,Model Y,84,Long Range,111,2022,3,1.732050808,24862.92451,74588.77353,SUV,7,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,10,2.15443469,8,2,11,2.223980091,4,1,29,3.072316826,9.8,79,500,10.25065242,0,0,large
Used,Kia,0,EV6,47,Wind RWD,179,2023,2,1.414213562,24598.51704,49197.03408,HatchBack,5,Electric,Automatic,249,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,11,2.223980091,20,2.714417617,8,1,46,3.583047871,15.8,79,500,10.16010456,6,0,medium
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2023,2,1.414213562,25103.62478,50207.24956,SUV,7,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,12,2.289428485,21,2.758924176,8,1,49,3.65930571,16.8,100,500,10.23641781,0,0,large
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,5276.534441,10553.06888,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,22,2.802039331,8,1,50,3.684031499,17.2,79,449,9.996567976,0,0,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,24955.92128,49911.84256,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,23,2.84386698,8,1,51,3.708429769,17.6,59,449,10.17736224,2,0,medium
Used,BMW,1,4 Series,3,i4 eDrive40,195,2023,2,1.414213562,14840.09608,29680.19216,Coupe,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,20,2.714417617,8,1,44,3.530348335,15.2,79,449,10.71443999,6,0,small
New,BYD,0,Yuan,117,Yuan,181,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,12,2.289428485,17,2.571281591,8,1,42,3.476026645,14.3,59,500,9.088850474,7,1,large
Used,Tesla,1,Model Y,84,Long Range,111,2023,2,1.414213562,25344.05096,50688.10192,SUV,7,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,13,2.351334688,12,2.289428485,20,2.714417617,7,1,45,3.556893304,15.5,79,500,10.27852782,6,0,large
Used,Changan,0,Eado,51,Eado Plus Sport,71,2021,4,2,95111.19278,380444.7711,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Other,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,10,2.15443469,8,2,16,2.5198421,4,1,34,3.239611801,11.8,59,449,9.409273195,4,0,medium
Used,Chevrolet,0,Bolt,14,Bolt,23,2023,2,1.414213562,5223.502724,10447.00545,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Original Paint,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,9,2.080083823,5,1.709975947,13,2.351334688,6,1,27,3,9.4,59,500,9.723223877,3,0,large
Used,BYD,0,Song Plus,105,Song Plus,159,2023,2,1.414213562,15399.33342,30798.66684,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Comprehensive Insurance,With Customs,Other,0,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,11,2.223980091,20,2.714417617,8,1,43,3.50339806,14.9,79,500,10.1266711,3,0,large
Used,Nissan,0,Sylphy,109,SL,146,2019,6,2.449489743,115451.2932,692707.7592,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,0,1,1,0,1,0,0,0,0,9,2.080083823,8,2,4,1.587401052,1,0,21,2.758924176,6.7,59,349,9.305741457,7,1,medium
Used,Kia,0,Niro,87,SX Touring,153,2022,3,1.732050808,114538.8055,343616.4165,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.25992105,2,1.25992105,2,1.25992105,0,0,6,1.817120593,2,59,500,9.421573272,7,1,large
Used,Tesla,1,Model Y,84,Long Range,111,2023,2,1.414213562,35284.61711,70569.23422,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,19,2.668401649,8,1,43,3.50339806,14.8,79,500,10.30229723,6,0,large
New,BYD,0,Song L,104,Song L,158,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,19,2.668401649,8,1,43,3.50339806,14.8,79,500,10.46313191,7,1,large
New,BYD,0,Han,62,Han,88,2024,1,1,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,21,2.758924176,8,1,45,3.556893304,15.6,79,500,10.46027076,7,1,medium
New,Changan,0,E-Star,30,E-Star,38,2025,0,0,0,0,HatchBack,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,7,1.912931183,5,1.709975947,6,1.817120593,2,0,18,2.620741394,6,50,349,9.230241034,7,1,medium
New,Changan,0,Eado,51,EV460,64,2023,2,1.414213562,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,1,0,0,1,0,0,0,0,1,8,2,6,1.817120593,9,2.080083823,3,0,23,2.84386698,7.8,59,449,9.564582359,7,1,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,14855.81835,29711.6367,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,22,2.802039331,8,1,50,3.684031499,17.2,79,449,9.985113621,0,0,medium
Used,Ford,0,Focus,57,Standard,164,2015,10,3.16227766,174957.8112,1749578.112,Sedan,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,1,1,1,1,1,0,1,1,0,0,0,1,10,2.15443469,8,2,14,2.410142264,5,1,32,3.174802104,11,79,100,8.77971129,6,0,medium
Used,Volkswagen,0,ID 4,67,ID.4 X Pure,95,2022,3,1.732050808,54618.22055,163854.6617,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,10,2.15443469,8,2,15,2.466212074,7,1,33,3.20753433,11.4,79,500,10.03016426,7,1,large
Used,Fiat,0,500,5,500e,12,2015,10,3.16227766,124646.4816,1246464.816,HatchBack,4,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,11,2.223980091,4,1.587401052,6,1.817120593,4,1,21,2.758924176,6.9,59,149,8.665785595,6,0,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,35381.3535,70762.707,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,12,2.289428485,23,2.84386698,8,1,50,3.684031499,17.3,59,449,10.14647295,2,0,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,24602.4155,49204.831,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,13,2.351334688,23,2.84386698,8,1,50,3.684031499,17.3,79,449,10.21100902,2,0,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,35013.82902,70027.65804,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,13,2.351334688,23,2.84386698,8,1,50,3.684031499,17.3,79,449,10.19991874,0,0,medium
Used,Tesla,1,Model 3,81,Standard,164,2022,3,1.732050808,44564.28074,133692.8422,SUV,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Other,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,10,2.15443469,9,2.080083823,9,2.080083823,4,1,28,3.036588972,9.3,59,449,9.989711119,4,0,large
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,65114.684,390688.104,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,5,1.709975947,6,1.817120593,7,1.912931183,2,0,18,2.620741394,6.1,100,249,9.43356392,7,1,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2020,5,2.236067977,74531.47656,372657.3828,Sedan,4,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,10,2.15443469,20,2.714417617,8,1,46,3.583047871,15.8,50,349,9.798182591,6,0,medium
Used,Changan,0,E-Star,30,E-Star,38,2021,4,2,114525.4881,458101.9524,HatchBack,4,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5,1.709975947,4,1.587401052,3,1.44224957,1,0,12,2.289428485,3.9,50,249,9.012011377,7,1,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,25179.71661,50359.43322,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,12,2.289428485,23,2.84386698,8,1,50,3.684031499,17.3,59,449,10.12266324,2,0,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,24872.2584,49744.5168,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,23,2.84386698,8,1,51,3.708429769,17.6,59,449,10.22560728,2,0,medium
Used,Tesla,1,Model 3,81,Long Range,111,2018,7,2.645751311,25330.92106,177316.4474,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,100,500,9.792611856,6,0,medium
Used,Tesla,1,Model 3,81,Long Range,111,2022,3,1.732050808,25385.66167,76156.98501,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,23,2.84386698,8,1,51,3.708429769,17.6,100,500,10.14647295,7,1,medium
Used,Volkswagen,0,Golf,61,E-Golf,35,2015,10,3.16227766,175429.0007,1754290.007,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,4,1.587401052,4,1.587401052,4,1.587401052,1,0,12,2.289428485,4,50,149,8.922791624,2,0,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,5439.278244,10878.55649,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,13,2.351334688,21,2.758924176,8,1,48,3.634241186,16.5,100,449,10.07748288,7,1,medium
Used,Volkswagen,0,ID 3,66,ID.3 Pure,90,2022,3,1.732050808,5464.534186,16393.60256,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,9,2.080083823,9,2.080083823,17,2.571281591,7,1,35,3.27106631,12.2,59,349,9.692828248,7,1,medium
Used,Volkswagen,0,Golf,61,E-Golf,35,2016,9,3,115273.8075,1037464.268,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,0,1,1,0,1,1,1,0,0,0,0,9,2.080083823,5,1.709975947,12,2.289428485,3,0,26,2.962496068,9,59,149,9.047939083,7,1,medium
New,BYD,0,Song Plus,105,Song Plus,159,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,0,1,1,0,0,0,0,0,0,10,2.15443469,11,2.223980091,1,1,0,0,22,2.802039331,6.7,79,500,10.14187433,7,1,large
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,34771.56875,69543.1375,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,13,2.351334688,22,2.802039331,8,1,49,3.65930571,16.9,79,449,10.11863925,2,0,medium
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2022,3,1.732050808,54555.10589,163665.3177,Sedan,7,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,9,2.080083823,17,2.571281591,8,1,39,3.391211443,13.4,100,500,10.20362918,7,1,large
Used,Tesla,1,Model 3,81,Long Range,111,2021,4,2,34808.03378,139232.1351,Sedan,5,Electric,Automatic,5499,European Specs,Licensed,Compulsory Insurance,With Customs,Fair (body needs work),2,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,13,2.351334688,21,2.758924176,8,1,50,3.684031499,17.1,94,500,9.998843186,5,0,medium
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,84592.9763,507557.8578,Sedan,5,Electric,Automatic,1499,European Specs,Not Licensed,Comprehensive Insurance,Without Customs,Excellent with no defects,4,Original Paint,3,0,0,0,1,1,1,0,0,1,1,0,0,0,1,2,1.25992105,5,1.709975947,11,2.223980091,4,1,18,2.620741394,6.5,50,249,9.220686664,7,1,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2021,4,2,34693.24683,138772.9873,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,11,2.223980091,22,2.802039331,8,1,49,3.65930571,16.9,100,449,9.952325335,7,1,medium
Used,Porsche,1,Taycan,112,4S,7,2021,4,2,35393.21601,141572.864,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Other,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,11,2.223980091,12,2.289428485,13,2.351334688,5,1,36,3.301927249,12.1,94,500,10.77193167,4,0,medium
New,Dongfeng,0,Nammi Box,86,Nammi Box,122,2025,0,0,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,11,2.223980091,10,2.15443469,10,2.15443469,5,1,31,3.141380652,10.3,50,449,9.076923259,7,1,large
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2022,3,1.732050808,15294.50858,45883.52574,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,12,2.289428485,18,2.620741394,8,1,43,3.50339806,14.7,100,500,10.19619448,7,1,large
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2022,3,1.732050808,34961.7244,104885.1732,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,21,2.758924176,8,1,49,3.65930571,16.8,79,500,10.19991874,7,1,large
Used,Kia,0,Niro,87,EX Touring,68,2019,6,2.449489743,185127.3936,1110764.362,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,9,2.080083823,18,2.620741394,8,1,40,3.419951893,13.8,79,500,9.630497029,7,1,large
