Condition,Car Make,is_luxury,Model,Model_encoded,Trim,Trim_encoded,Year,car_age,car_age_sqrt,Kilometers Numerical,age_km_interaction,Body Type,Number of Seats,Fuel,Transmission,Engine Size (cc),Regional Specs,Car License,Insurance,Car Customs,Body Condition,body_condition_encoded,Paint,paint_condition_encoded,interior_steering_wheel_controls,interior_airbags,technology_cruise_control,exterior_rear_sensors,exterior_keyless_entry,technology_tyre_pressure_monitoring,exterior_front_sensors,interior_electric_seat_control,technology_traction_control,technology_voice_control,technology_blind_spot_alert,technology_forward_collision_alert,technology_lane_departure_alert,technology_navigation_system_/_maps,Interior_Options_Count,Interior_Options_Count_cuberoot,Exterior_Options_Count,Exterior_Options_Count_cuberoot,Technology_Options_Count,Technology_Options_Count_cuberoot,tech_features_count,has_advanced_tech,Total_Options_Count,Total_Options_Count_cuberoot,weighted_options,Battery Capacity,Battery Range,log_price,maintenance_score,excellent_maintenance,size_class
New,Neta,0,U,114,Pro 500,132,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,59,500,9.888424675,7,1,large
Used,Volkswagen,0,Golf,61,E-Golf,35,2019,6,2.449489743,200000,1200000,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,8,2,21,2.758924176,8,1,41,3.44821724,14.4,100,249,9.648659817,6,0,medium
New,Dongfeng,0,Box,16,Box,25,2022,3,1.732050808,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7,1.912931183,4,1.587401052,9,2.080083823,1,0,20,2.714417617,6.9,50,349,9.105090961,7,1,large
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,14609.64626,29219.29252,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,79,449,10.03455967,6,0,medium
New,Kia,0,EV6,47,GT-Line RWD,85,2022,3,1.732050808,483.171843,1449.515529,SUV,4,Electric,Automatic,249,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,12,2.289428485,22,2.802039331,8,1,50,3.684031499,17.2,79,500,9.885272664,7,1,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2021,4,2,64851.2416,259404.9664,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,11,2.223980091,19,2.668401649,8,1,41,3.44821724,14.2,79,500,9.923339198,7,1,large
New,Leapmotor,0,T03,110,T03,167,2023,2,1.414213562,510.7119714,1021.423943,HatchBack,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,1,1,0,1,1,1,1,0,1,8,2,9,2.080083823,17,2.571281591,7,1,34,3.239611801,11.9,50,449,9.25922577,7,1,medium
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2022,3,1.732050808,34633.08904,103899.2671,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,12,2.289428485,20,2.714417617,8,1,46,3.583047871,15.8,79,500,10.07116068,0,0,large
Used,Volkswagen,0,ID 4,67,ID.4 X,94,2022,3,1.732050808,5761.235939,17283.70782,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,10,2.15443469,19,2.668401649,8,1,41,3.44821724,14.2,79,500,9.996567976,0,0,large
Used,Toyota,0,bZ,119,bZ4X,183,2022,3,1.732050808,24825.55523,74476.66569,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,20,2.714417617,8,1,44,3.530348335,15.2,59,500,10.06904436,7,1,large
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2022,3,1.732050808,34764.18379,104292.5514,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,12,2.289428485,21,2.758924176,8,1,47,3.60882608,16.2,79,500,10.19058195,0,0,large
Used,Volkswagen,0,ID 4,67,ID.4 X,94,2022,3,1.732050808,34926.37129,104779.1139,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,12,2.289428485,19,2.668401649,8,1,45,3.556893304,15.4,79,500,10.08376536,7,1,large
Used,Tesla,1,Model 3,81,Long Range,111,2022,3,1.732050808,55060.76092,165182.2828,Sedan,5,Electric,Automatic,5499,American Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,59,449,9.998797732,7,1,medium
Used,Ford,0,F-150,53,Lariat,106,2022,3,1.732050808,14715.29098,44145.87294,PickUp,5,Electric,Automatic,3499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,23,2.84386698,8,1,53,3.756285754,18.2,100,500,9.752664663,7,1,large
Used,Tesla,1,Model 3,81,Long Range,111,2022,3,1.732050808,14881.73533,44645.20599,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,18,2.620741394,8,1,42,3.476026645,14.4,79,500,10.10646921,4,0,medium
Used,Changan,0,Eado,51,Full Option,78,2020,5,2.236067977,64984.8734,324924.367,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,0,0,1,0,0,0,1,0,0,1,0,8,2,7,1.912931183,10,2.15443469,4,1,25,2.924017738,8.5,59,349,9.350189267,7,1,medium
Used,Volkswagen,0,Golf,61,E-Golf,35,2016,9,3,65163.24798,586469.2318,HatchBack,5,Electric,Automatic,1499,European Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,0,1,1,0,0,1,0,0,0,0,0,7,1.912931183,2,1.25992105,6,1.817120593,2,0,15,2.466212074,5.1,50,149,9.179984252,7,1,medium
Used,Kia,0,EV6,47,GT-Line AWD,84,2022,3,1.732050808,24711.72503,74135.17509,SUV,5,Electric,Automatic,249,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,22,2.802039331,8,1,52,3.732511157,17.8,79,500,10.27508559,7,1,large
Used,Great Wall,0,ORA,89,ORA EV,123,2024,1,1,14813.1163,14813.1163,HatchBack,4,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,14,2.410142264,21,2.758924176,8,1,47,3.60882608,16.2,59,349,9.581972892,0,0,medium
Used,Neta,0,U,114,Pro 400,131,2022,3,1.732050808,25467.70803,76403.12409,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,1,1,1,0,0,0,1,10,2.15443469,11,2.223980091,14,2.410142264,5,1,35,3.27106631,11.9,59,449,9.770013301,7,1,large
Used,Toyota,0,bZ,119,bZ4X,183,2022,3,1.732050808,55223.05334,165669.16,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,13,2.351334688,23,2.84386698,8,1,52,3.732511157,17.9,94,500,10.10646921,7,1,large
New,BMW,1,iX Series,126,iX3,200,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,0,1,1,1,0,8,2,9,2.080083823,5,1.709975947,4,1,22,2.802039331,7.1,59,449,10.41181005,7,1,large
Used,Toyota,0,bZ,119,bZ3X,182,2023,2,1.414213562,25203.94461,50407.88922,Sedan,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,1,1,1,1,0,14,2.410142264,14,2.410142264,8,2,5,1,36,3.301927249,11.6,94,500,9.952325335,7,1,medium
Used,Tesla,1,Model 3,81,Standard,164,2023,2,1.414213562,45033.06803,90066.13606,SUV,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,11,2.223980091,22,2.802039331,8,1,48,3.634241186,16.6,59,449,10.10646921,7,1,large
Used,Hyundai,0,Kona,72,Premium,129,2020,5,2.236067977,105316.4396,526582.198,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,12,2.289428485,22,2.802039331,8,1,49,3.65930571,16.9,59,500,9.374243343,7,1,large
New,Changan,0,Deepal,25,S7,144,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,10,2.15443469,22,2.802039331,8,1,46,3.583047871,16,59,500,10.2399955,7,1,large
Used,Hyundai,0,Ioniq,70,Standard,164,2017,8,2.828427125,125251.7884,1002014.307,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,10,2.15443469,6,1.817120593,5,1.709975947,1,0,21,2.758924176,6.8,100,249,9.472781557,6,0,large
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2022,3,1.732050808,34596.65365,103789.961,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,12,2.289428485,21,2.758924176,8,1,49,3.65930571,16.8,79,500,10.17545936,7,1,large
Used,Nissan,0,Sylphy,109,SV,152,2019,6,2.449489743,95103.07211,570618.4327,Sedan,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,12,2.289428485,23,2.84386698,8,1,50,3.684031499,17.3,50,249,9.34145635,2,0,medium
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pure,97,2022,3,1.732050808,34502.636,103507.908,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,11,2.223980091,21,2.758924176,8,1,44,3.530348335,15.3,79,500,10.27508559,7,1,large
Used,Peugeot,0,E-2008,27,Active,14,2020,5,2.236067977,25466.04011,127330.2006,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,1.817120593,4,1.587401052,4,1.587401052,0,0,14,2.410142264,4.6,50,349,9.648659817,7,1,large
Used,Toyota,0,bZ,119,bZ4X,183,2022,3,1.732050808,44546.80856,133640.4257,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,1,1,1,1,0,12,2.289428485,9,2.080083823,9,2.080083823,5,1,30,3.107232506,9.9,79,500,10.07748288,7,1,large
Used,Porsche,1,Taycan,112,Taycan,169,2023,2,1.414213562,14506.24585,29012.4917,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,7,1.912931183,15,2.466212074,8,1,30,3.107232506,10.5,94,449,10.39973746,7,1,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,5529.951992,11059.90398,SUV,5,Electric,Automatic,5499,American Specs,Not Licensed,Not Insured,Without Customs,Fair (body needs work),2,Original Paint,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1.817120593,12,2.289428485,21,2.758924176,8,1,39,3.391211443,13.8,79,449,10.02574943,5,0,large
Used,Volkswagen,0,ID 4,67,ID.4 X Pure,95,2021,4,2,105376.4878,421505.9512,SUV,6,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,16,2.5198421,10,2.15443469,20,2.714417617,7,1,46,3.583047871,15.8,100,449,9.928228944,6,0,large
Used,Hyundai,0,Kona,72,Premium,129,2020,5,2.236067977,154832.9145,774164.5725,SUV,4,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,1,1,1,0,1,1,0,1,12,2.289428485,7,1.912931183,13,2.351334688,6,1,32,3.174802104,10.9,59,500,9.770013301,7,1,large
Used,Tesla,1,Model 3,81,Long Range,111,2019,6,2.449489743,75367.36403,452204.1842,SUV,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,11,2.223980091,12,2.289428485,20,2.714417617,7,1,43,3.50339806,14.9,79,500,9.86271764,0,0,large
Used,Hyundai,0,Ioniq,70,Standard,164,2018,7,2.645751311,105162.2742,736135.9194,Coupe,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1.25992105,3,1.44224957,4,1.587401052,1,0,9,2.080083823,3.1,50,249,9.525224102,0,0,small
Used,Hyundai,0,Kona,72,Standard,164,2019,6,2.449489743,175224.7308,1051348.385,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,1,0,1,0,0,1,1,11,2.223980091,8,2,14,2.410142264,5,1,33,3.20753433,11.3,59,500,9.770013301,7,1,large
New,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2022,3,1.732050808,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,1.587401052,5,1.709975947,1,1,0,0,10,2.15443469,3.1,79,500,10.1266711,7,1,large
New,BYD,0,Seagull,101,Seagull,154,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1.25992105,3,1.44224957,3,1.44224957,1,0,8,2,2.7,50,449,9.543306469,7,1,large
New,Honda,0,e:N,123,e:NS1,187,2022,3,1.732050808,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,0,0,1,1,0,1,0,0,0,0,5,1.709975947,4,1.587401052,5,1.709975947,1,0,14,2.410142264,4.7,59,449,9.878221025,7,1,large
Used,Tesla,1,Model 3,81,Standard Plus,165,2020,5,2.236067977,24904.17129,124520.8564,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,23,2.84386698,8,1,53,3.756285754,18.2,94,349,9.903537551,7,1,medium
Used,Tesla,1,Model 3,81,Standard,164,2023,2,1.414213562,5738.667971,11477.33594,Sedan,4,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,12,2.289428485,3,1.44224957,4,1.587401052,0,0,19,2.668401649,6.1,59,349,9.89348772,2,0,medium
Used,Samsung,0,SM3,100,SM3,148,2019,6,2.449489743,74821.66844,448930.0106,Sedan,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,1,0,1,1,1,0,0,0,1,10,2.15443469,7,1.912931183,14,2.410142264,5,1,31,3.141380652,10.7,50,249,8.947936107,7,1,medium
New,BYD,0,Seagull,101,Seagull,154,2024,1,1,0,0,HatchBack,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,1,1,0,0,0,0,1,10,2.15443469,7,1.912931183,12,2.289428485,4,1,29,3.072316826,9.9,50,449,9.399223687,7,1,medium
Used,Volkswagen,0,ID 4,67,ID.4 X,94,2021,4,2,24609.56547,98438.26188,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Other,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,15,2.466212074,14,2.410142264,18,2.620741394,6,1,47,3.60882608,15.9,94,500,9.964159232,4,0,large
New,Mercedes Benz,1,Other,90,230,4,2022,3,1.732050808,0,0,HatchBack,4,Electric,Automatic,1499,American Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,23,2.84386698,8,1,53,3.756285754,18.2,50,100,9.466996066,7,1,medium
New,Volkswagen,0,ID 7,69,ID.7 VIZZION Pro,101,2023,2,1.414213562,0,0,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,10,2.15443469,10,2.15443469,17,2.571281591,7,1,37,3.332221852,12.8,79,500,10.29217944,7,1,medium
Used,Polestar,0,2,1,2,2,2022,3,1.732050808,24560.80942,73682.42826,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,12,2.289428485,20,2.714417617,8,1,44,3.530348335,15.2,79,449,10.14647295,7,1,medium
New,Renault,0,Other,90,Other,124,2022,3,1.732050808,0,0,SUV,2,Electric,Automatic,1499,European Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,6,1.817120593,23,2.84386698,8,1,45,3.556893304,15.8,100,100,9.466996066,7,1,large
Used,Kia,0,Niro,87,SX Touring,153,2019,6,2.449489743,94736.52489,568419.1493,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Fair (body needs work),2,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,15,2.466212074,7,1.912931183,15,2.466212074,7,1,37,3.332221852,12.6,100,500,9.825580064,5,0,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2022,3,1.732050808,95038.03234,285114.097,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,14,2.410142264,13,2.351334688,19,2.668401649,7,1,46,3.583047871,15.7,100,500,10.04329297,7,1,large
Used,Kia,0,Niro EV,88,Wind,177,2019,6,2.449489743,64854.98831,389129.9299,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,0,0,1,1,1,1,0,12,2.289428485,10,2.15443469,9,2.080083823,5,1,31,3.141380652,10.2,100,500,9.841665339,7,1,large
Used,Tesla,1,Model 3,81,Standard Plus,165,2021,4,2,44791.39174,179165.567,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3,1.44224957,1,0,5,1.709975947,1.8,59,449,9.878221025,7,1,medium
Used,BYD,0,Atto 3,11,Atto 3,17,2022,3,1.732050808,35449.63216,106348.8965,SUV,4,Electric,Automatic,1499,European Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,13,2.351334688,23,2.84386698,8,1,49,3.65930571,17,79,500,9.928228944,7,1,large
Used,Changan,0,Eado,51,Luxury,113,2021,4,2,135368.7926,541475.1704,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,0,0,0,0,0,0,0,1,9,2.080083823,9,2.080083823,11,2.223980091,2,0,29,3.072316826,9.8,59,449,9.409273195,7,1,medium
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2023,2,1.414213562,200000,400000,HatchBack,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,11,2.223980091,22,2.802039331,8,1,49,3.65930571,16.9,79,500,10.19619448,7,1,medium
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2022,3,1.732050808,24789.16616,74367.49848,HatchBack,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,12,2.289428485,23,2.84386698,8,1,50,3.684031499,17.3,79,500,10.22922379,7,1,large
Used,Volkswagen,0,ID 4,67,ID.4 X Pure,95,2021,4,2,54956.5998,219826.3992,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,12,2.289428485,10,2.15443469,18,2.620741394,6,1,40,3.419951893,13.8,59,349,9.89348772,7,1,large
Used,Tesla,1,Model Y,84,Long Range,111,2020,5,2.236067977,74560.49518,372802.4759,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,12,2.289428485,22,2.802039331,8,1,47,3.60882608,16.3,100,449,10.06904436,7,1,large
Used,Volkswagen,0,Bora,15,E-Bora,34,2020,5,2.236067977,64753.48349,323767.4175,Coupe,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,1,1,0,1,0,0,0,0,1,6,1.817120593,6,1.817120593,8,2,3,0,20,2.714417617,6.8,50,249,9.417435839,7,1,small
Used,Mercedes Benz,1,EQS-Class,40,EQS 580,57,2023,2,1.414213562,5291.159094,10582.31819,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,21,2.758924176,8,1,51,3.708429769,17.4,100,500,11.56172515,7,1,medium
Used,Nissan,0,Sylphy,109,SV,152,2019,6,2.449489743,5612.440096,33674.64058,Sedan,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,1,1,0,1,0,0,0,0,0,0,9,2.080083823,9,2.080083823,4,1.587401052,1,0,22,2.802039331,7,100,249,9.350189267,7,1,medium
Used,Chevrolet,0,Bolt,14,Bolt,23,2020,5,2.236067977,25107.75516,125538.7758,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13,2.351334688,11,2.223980091,23,2.84386698,8,1,47,3.60882608,16.4,100,500,9.667828508,0,0,large
Used,BYD,0,Dolphin,26,Dolphin,33,2022,3,1.732050808,54694.27862,164082.8359,HatchBack,5,Electric,Automatic,1499,Other Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,13,2.351334688,8,2,15,2.466212074,5,1,36,3.301927249,12.3,59,449,9.680406499,7,1,medium
Used,Neta,0,U,114,Pro 400,131,2023,2,1.414213562,5387.403749,10774.8075,SUV,5,Electric,Automatic,1499,Other Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,12,2.289428485,9,2.080083823,15,2.466212074,6,1,36,3.301927249,12.3,59,449,9.424322081,7,1,large
New,Weltmeister,0,EX5,50,EX5,70,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,12,2.289428485,22,2.802039331,8,1,48,3.634241186,16.6,59,449,9.282754052,7,1,large
Used,Toyota,0,bZ,119,bZ4X,183,2022,3,1.732050808,35457.80142,106373.4043,Sedan,4,Electric,Automatic,1499,Japanese Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,0,0,0,1,0,1,1,1,1,0,8,2,2,1.25992105,8,2,4,1,18,2.620741394,6.2,50,500,9.989711119,7,1,medium
Used,Changan,0,E-Star,30,E-Star,38,2022,3,1.732050808,54605.92327,163817.7698,HatchBack,4,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1.709975947,4,1.587401052,2,1.25992105,0,0,11,2.223980091,3.5,50,349,9.118115428,7,1,medium
